"ref_area.label","source.label","indicator.label","sex.label","classif1.label","classif2.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2017",6464.052,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2017",6776.203,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Status unknown","Currency: U.S. dollars","2017",6016.142,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2017",7943.629,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2017",7933.783,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2017",7966.547,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Status unknown","Currency: U.S. dollars","2017",7246.352,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2017",5041.489,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2017",4926.415,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2017",5307.111,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Status unknown","Currency: U.S. dollars","2017",4289.437,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2016",6400.963,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2016",6304.273,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2016",6612.234,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Status unknown","Currency: U.S. dollars","2016",5534.757,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2016",7795.541,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2016",7768.027,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2016",7854.947,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Status unknown","Currency: U.S. dollars","2016",6998.787,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2016",4876.407,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2016",4777.289,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2016",5110.911,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Status unknown","Currency: U.S. dollars","2016",3878.992,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2015",6428.299,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2015",6316.67,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2015",6669.626,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2015",7815.295,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2015",7808.675,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2015",7828.387,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2015",4896.094,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2015",4764.669,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2015",5210.693,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2014",7619.795,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2014",7533.018,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2014",7809.875,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2014",9327.283,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2014",9324.028,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2014",9334.019,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2014",5746.388,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2014",5640.741,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2014",5993.045,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2013",7604.285,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2013",7473.224,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2013",7903.494,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2013",9357.174,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2013",9303.283,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2013",9474.595,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2013",5664.432,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2013",5508.216,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Switzerland","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2013",6040.357,,"Currency: CHE - Euro (EUR)","Repository: ILO-STATISTICS - Micro data processing"
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2016",2078.875,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2016",2171.08,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2016",1568.592,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2016",2297.599,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2016",2384.491,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2016",1803.145,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2016",1838.566,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2016",1934.535,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2016",1322.528,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2015",2101.085,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2015",2188.625,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2015",1607.018,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2015",2354.941,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2015",2434.937,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2015",1881.956,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2015",1823.817,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2015",1915.574,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2015",1329.751,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2014",2499.308,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2014",2619.671,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2014",1797.063,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2014",2824.26,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2014",2936.784,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2014",2105.807,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2014",2149.647,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2014",2269.345,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2014",1512.365,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2013",2482.385,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2013",2612.408,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2013",1770.381,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2013",2791.837,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2013",2899.149,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2013",2143.715,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2013",2153.676,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2013",2298.441,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Spain","LFS - Labour Force Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2013",1433.969,,"Value type: Real values | Job coverage: Main job currently held | Currency: ESP - Euro (EUR)",
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2022",1703.833,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2022",1714.363,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2022",1630.119,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Status unknown","Currency: U.S. dollars","2022",1402.661,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2022",1880.745,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2022",1878.639,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2022",1896.541,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Status unknown","Currency: U.S. dollars","2022",1413.191,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2022",1552.194,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2022",1576.414,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2022",1366.857,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Estonia","OE - Statistical work 21101: Wages and salaries","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Status unknown","Currency: U.S. dollars","2022",1374.228,,"Central tendency measure: Weighted mean | Currency: EST - Euro (EUR)","Institution producing the data: National Statistical Office | Population coverage: Wage earners"
"Finland","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2021",4416.352,,"Job coverage: Main job currently held | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Native-born","Currency: U.S. dollars","2021",4447.104,,"Job coverage: Main job currently held | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Foreign-born","Currency: U.S. dollars","2021",4030.779,,"Job coverage: Main job currently held | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Total","Currency: U.S. dollars","2021",4855.149,,"Job coverage: Main job currently held | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Native-born","Currency: U.S. dollars","2021",4896.545,,"Job coverage: Main job currently held | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and place of birth","Sex: Male","Place of birth: Foreign-born","Currency: U.S. dollars","2021",4378.505,,"Job coverage: Main job currently held | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Total","Currency: U.S. dollars","2021",4004.759,,"Job coverage: Main job currently held | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Native-born","Currency: U.S. dollars","2021",4030.779,,"Job coverage: Main job currently held | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and place of birth","Sex: Female","Place of birth: Foreign-born","Currency: U.S. dollars","2021",3641.657,,"Job coverage: Main job currently held | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Establishment size coverage: All establishments with at least 5 employees"
"Finland","ES - Structure of Earnings Survey","Average monthly earnings of employees by sex and place of birth","Sex: Total","Place of birth: Total","Currency: U.S. dollars","2020",4110.764,,"Job coverage: Main job currently held | Currency: FIN - Euro (EUR)","Data reference period: Fourth quarter | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing | Reference group coverage: Employees | Establishment size coverage: All establishments with at least 5 employees"
